Name,Profession,KnownMovie,About
" Madison Iseman
",Actress,Jumanji:,"
    Madison Iseman (born February 14, 1997) is an American actress. She is known for her role on the CMT comedy television series Still the King (2016), where she played the daughter of Billy Ray Cyrus' character, and for starring in the horror film Annabelle Comes Home (2019) and the comedy Feast of ...                 "
" Rafe Spall
",Actor,The,"
    Rafe Spall was born on March 10, 1983 in Camberwell, London, England as Rafe Joseph Spall. He is an actor, known for The Big Short (2015), Life of Pi (2012) and The Ritual (2017). He has been married to Elize du Toit since August 14, 2010. They have three children.                 "
" Helena Zengel
",Actress,News,"
    Helena Zengel was born on June 10, 2008 in Berlin, Germany. She is an actress, known for News of the World (2020), Systemsprenger (2019) and Die Tochter (2017).                 "
" Burt Reynolds
",Actor,Boogie,"
    Enduring, strong-featured, and genial star of US cinema, Burt Reynolds started off in T.V. westerns in the 1960s and then carved his name into 1970s/1980s popular culture, as a sex symbol (posing nearly naked for ""Cosmopolitan"" magazine), and on-screen as both a rugged action figure and then as a ...                 "
" Ian McKellen
",Actor,The,"
    Widely regarded as one of greatest stage and screen actors both in his native Great Britain and internationally, twice nominated for the Oscar and recipient of every major theatrical award in the UK and US, Ian Murray McKellen was born on May 25, 1939 in Burnley, Lancashire, England, to Margery ...                 "
" Noah Reid
",Actor,Strange,"
    Noah Reid is a Canadian actor, writer and musician, born in Toronto, Ontario in May 1987 and is best known for playing Patrick Brewer in ""Schitt's Creek"", Kevin in ""Kevin From Work"", Stock in ""Old Stock"", Darrell Fox in ""Terry"", and for providing the original voice of Franklin the Turtle. A ...                 "
" Perdita Weeks
",Actress,As,"
    Perdita Weeks was born on December 25, 1985 in Cardiff, Wales as Perdita Rose Annunziata Weeks. She is an actress, known for As Above, So Below (2014), Hamlet (1996) and Spice World (1997). She has been married to Kit Frederiksen since October 4, 2012. They have two children.                 "
" Corey Haim
",Actor,The,"
    Corey Haim was born in Toronto, Ontario, to Judy Haim, an Israeli-born data processor, and Bernie Haim, a clothing sales representative. He has a sister, Carol, and a half-brother, Daniel. His family is Jewish. He was raised mostly in Willowdale.Corey appeared in 26 episodes of the early 1980s ...                 "
" Cameron Boyce
",Actor,Mrs.,"
    Cameron Boyce was an American actor, with Afro-Caribbean and African-American descent. His paternal grandmother Jo Ann Allen was one of the ""Clinton Twelve"", the first African-Americans to attend an integrated high school in the Southern United States (specifically in Clinton, Tennessee).In 1999, ...                 "
" Lucy Davis
",Actress,Wonder,"
    Lucy Davis was born on February 17, 1973 in Solihull, West Midlands, England as Lucy Clare Davis. She is an actress and producer, known for Wonder Woman (2017), Shaun of the Dead (2004) and The Office (2001). She was previously married to Owain Yeoman.                 "
" Steven Seagal
",Actor,On,"
    Steven Frederic Seagal was born in Lansing, Michigan, to Patricia Anne (Fisher), a medical technician, and Samuel Seagal, a high school math teacher. His paternal grandparents were Russian Jewish immigrants, and his mother had English, German, and distant Irish and Dutch, ancestry. The enigmatic ...                 "
" Joel Coen
",Producer,The,"
    Joel Coen was born on November 29, 1954 in Minneapolis, Minnesota, USA as Joel Daniel Coen. He is a producer and writer, known for The Ballad of Buster Scruggs (2018), Fargo (1996) and Barton Fink (1991). He has been married to Frances McDormand since April 1, 1984. They have one child.                 "
" Justin Long
",Actor,Live,"
    A likable, boyish-looking actor with thick eyebrows and a friendly smile, Justin Long is a native of Connecticut.He was born and raised in Fairfield, the second of three sons. His father, R. James Long, is a Professor of Philosophy at Fairfield University, and his mother, Wendy Lesniak, is a former...                 "
" Mandell Maughan
",Actress,"Me,","
    Mandell is a Portuguese American actress born and raised in Point Loma, a peninsula within Southern California that is often referred to as ""Little Portugal"". After graduating from The University of Arizona, Mandell moved to Los Angeles and began her career in movies and television. She is known ...                 "
" Jaime Murray
",Actress,Castlevania,"
    Jaime Murray is a British actress, activist and television producer who lives and works in Los Angeles California. Trained at Drama Centre London before playing con artist Stacie Monroe in the BBC series Hustle upon graduation in 2004. The role of Lila West in the Showtime series Dexter took her to...                 "
" Erin Krakow
",Actress,When,"
    Erin Krakow was born on September 5, 1984 in Philadelphia, Pennsylvani. She is an actress and producer, known for When Calls the Heart (2014), Army Wives (2007) and A Cookie Cutter Christmas (2014).                 "
" Emmanuel Lewis
",Actor,Webster,"
    Emmanuel Lewis was born March 9th, 1971 in Brooklyn, New York. The youngest son of Margaret Lewis, a former computer-science professional, Emmanuel attended regular public schools in Brooklyn until his busy acting career took him to Hollywood. He has four siblings. His acting career began one day ...                 "
" Teryl Rothery
",Actress,Stargate,"
    A Vancouver native, Teryl Rothery always knew she wanted to be an entertainer. She began her career as a dancer at age thirteen when she performed in her first musical, ""Bye Bye Birdie"". Her role in ""Annie Get Your Gun"" earned her a Most Outstanding Performer award with her theater company. Teryl ...                 "
" Clark Gregg
",Actor,The,"
    Clark Gregg was born on April 2, 1962 in Boston, Massachusetts, USA as Robert Clark Gregg. He is an actor and director, known for The Avengers (2012), Agents of S.H.I.E.L.D. (2013) and The New Adventures of Old Christine (2006). He has been married to Jennifer Grey since July 21, 2001. They have ...                 "
" Jennifer Esposito
",Actress,Awkwafina,"
    Jennifer Esposito was born in Brooklyn, New York.Esposito launched her career with an appearance on Law & Order (1990) in 1996. She went on to play the character of ""Stacey Paterno"" in 36 episodes on the hit TV series, Spin City (1996), starring alongside Michael J. Fox.Her first major film was ...                 "
" Danielle Harris
",Actress,Don't,"
    Danielle Harris was born on June 1, 1977 in Plainview, Long Island, New York, USA as Danielle Andrea Harris. She is an actress and director, known for Don't Tell Mom the Babysitter's Dead (1991), Halloween 4: The Return of Michael Myers (1988) and The Last Boy Scout (1991). She has been married to ...                 "
" Katharine Isabelle
",Actress,Ginger,"
    Katharine Isabelle was born Katharine Isobel Murray in Vancouver, British Columbia to Graeme Murray, an art director and production designer who has won two Emmy Awards for his special effects work on the television series The X Files (1993) and Gail Murray, an amateur Vancouver writer and producer...                 "
" Martin Sheen
",Actor,The,"
    Multiple Emmy- and Golden Globe-winner Martin Sheen is one of America's most celebrated, colorful, and accomplished actors. Moving flawlessly between artistic mediums, Sheen's acting range is striking.Sheen was born Ramón Antonio Gerard Estevez in Dayton, Ohio, to Mary-Ann (Phelan), an Irish ...                 "
" Gina Rodriguez
",Actress,Deepwater,"
    Named the ""next big thing"" and one of the ""top 35 Latinos under 35,"" by The Hollywood Reporter, Gina Rodriguez's profile has been rising steadily since her breakout performance as the titular character in FILLY BROWN during the Sundance Film Festival in 2012.Gina Rodriguez was born in Chicago, ...                 "
" John Barrowman
",Actor,Torchwood,"
    Born in Glasgow, Scotland, and raised in Joliet, Illinois. He returned to the UK, for a 6 month Shakespeare semester with the United States International University of San Diego, but left to star in the musical production of ""Anything Goes,"" with Elaine Page. He went on to star in ""Miss Saigon,"" ""...                 "
" Trevor Noah
",Producer,The,"
    Trevor Noah was born on February 20, 1984 in Johannesburg, South Africa. He is a producer and writer, known for The Daily Show (1996), Black Panther (2018) and Trevor Noah: Afraid of the Dark (2017).                 "
" Jesse Eisenberg
",Actor,The,"
    Curly haired and with a fast-talking voice, Jesse Eisenberg is a movie actor, known for his Academy Award nominated role as Mark Zuckerberg in the 2010 film The Social Network. He has also starred in the films The Squid and the Whale, Adventureland, The Education of Charlie Banks, 30 Minutes or ...                 "
" Kate Bosworth
",Actress,Superman,"
    Kate Bosworth was born in Los Angeles, California, to Patricia (Potter), a homemaker, and Harold Bosworth, who was an executive for Talbots. Unlike the characters Bosworth has portrayed in television and in film, which are known as ""townies"", Kate spent most of her childhood in different cities and...                 "
